timestamp,title,app,url,goal,mode,similarity,heuristic,confidence,label
2026-03-24T23:05:31.964390,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,0,50.0,PRODUCTIVE
2026-03-24T23:05:32.183041,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,0,50.0,PRODUCTIVE
2026-03-24T23:05:34.996539,"","explorer.exe","","",standard,0.047,0,50.0,PRODUCTIVE
2026-03-24T23:05:35.217763,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,PRODUCTIVE
2026-03-24T23:05:36.027397,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,PRODUCTIVE
2026-03-24T23:05:39.059373,"Vishal-Shekhar - I Hate Luv Storys","Spotify.exe","","",standard,0.151,0,50.0,WARNING
2026-03-24T23:05:39.270045,"Vishal-Shekhar - I Hate Luv Storys","Spotify.exe","","",standard,0.151,0,50.0,PRODUCTIVE
2026-03-24T23:05:42.303900,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,0,50.0,WARNING
2026-03-24T23:05:43.088008,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,0,50.0,WARNING
2026-03-24T23:05:45.341295,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,WARNING
2026-03-24T23:05:46.116970,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,WARNING
2026-03-24T23:07:19.194982,"ChatGPT - Google Chrome","chrome.exe","","",standard,0.077,0,50.0,PRODUCTIVE
2026-03-24T23:07:19.412945,"ChatGPT - Google Chrome","chrome.exe","","",standard,0.077,0,50.0,PRODUCTIVE
2026-03-24T23:07:59.464799,"","explorer.exe","","",standard,0.047,0,50.0,PRODUCTIVE
2026-03-24T23:08:00.240178,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,PRODUCTIVE
2026-03-24T23:08:00.491783,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,PRODUCTIVE
2026-03-24T23:08:01.269144,"ChatGPT - Google Chrome","chrome.exe","","",standard,0.077,0,50.0,PRODUCTIVE
2026-03-24T23:08:01.526375,"ChatGPT - Google Chrome","chrome.exe","","",standard,0.077,0,50.0,PRODUCTIVE
2026-03-24T23:08:20.559736,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,PRODUCTIVE
2026-03-24T23:08:22.593810,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,0,50.0,PRODUCTIVE
2026-03-24T23:08:41.641041,"Personal Projects - FocusLock AI Prompt Design - Google Chrome","chrome.exe","","",standard,0.078,0,50.0,WARNING
2026-03-24T23:09:05.679914,"FocusLock - Antigravity","Antigravity.exe","","",standard,0.085,0,50.0,PRODUCTIVE
2026-03-24T23:14:45.584845,"FocusLock - Antigravity - Walkthrough","Antigravity.exe","","",standard,0,0,50.0,PRODUCTIVE
2026-03-24T23:14:48.644662,"127.0.0.1 - Google Chrome","chrome.exe","","",standard,0,0,50.0,PRODUCTIVE
2026-03-24T23:14:52.648717,"FocusLock - Antigravity - Walkthrough","Antigravity.exe","","",standard,0,0,50.0,PRODUCTIVE
2026-03-24T23:15:02.130347,"FocusLock - Antigravity - Walkthrough","Antigravity.exe","","",standard,0,0,50.0,PRODUCTIVE
2026-03-24T23:15:04.164270,"127.0.0.1 - Google Chrome","chrome.exe","","",standard,0,0,50.0,PRODUCTIVE
2026-03-24T23:15:04.706247,"127.0.0.1 - Google Chrome","chrome.exe","","",standard,0,0,50.0,PRODUCTIVE
2026-03-24T23:15:08.749209,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,PRODUCTIVE
2026-03-24T23:15:10.780309,"127.0.0.1 - Google Chrome","chrome.exe","","",standard,0,0,50.0,WARNING
2026-03-24T23:15:11.815933,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,0,50.0,WARNING
2026-03-24T23:15:12.172145,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0,0,50.0,PRODUCTIVE
2026-03-24T23:15:17.847284,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,WARNING
2026-03-24T23:15:18.219935,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,PRODUCTIVE
2026-03-24T23:16:43.922411,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,0,50.0,PRODUCTIVE
2026-03-24T23:16:44.293099,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,0,50.0,PRODUCTIVE
2026-03-24T23:16:48.327747,"FocusLock - Antigravity - Walkthrough","Antigravity.exe","","",standard,0.104,0,50.0,PRODUCTIVE
2026-03-24T23:16:51.364314,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,PRODUCTIVE
2026-03-24T23:16:54.398971,"FocusLock - Antigravity - Walkthrough","Antigravity.exe","","",standard,0.104,0,50.0,PRODUCTIVE
2026-03-24T23:16:56.429554,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,0,50.0,PRODUCTIVE
2026-03-24T23:16:58.967113,"FocusLock - Antigravity - Walkthrough","Antigravity.exe","","",standard,0.104,0,50.0,PRODUCTIVE
2026-03-24T23:16:59.455871,"FocusLock - Antigravity - Walkthrough","Antigravity.exe","","",standard,0.104,0,50.0,WARNING
2026-03-24T23:17:16.498096,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,0,50.0,WARNING
2026-03-24T23:17:17.009809,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,0,50.0,PRODUCTIVE
2026-03-24T23:17:26.535158,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,WARNING
2026-03-24T23:17:27.043319,"(5) G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs - YouTube - Brave","brave.exe","","",standard,0.047,10,60.0,PRODUCTIVE
2026-03-24T23:17:45.081703,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,0,50.0,PRODUCTIVE
2026-04-08T18:33:28.360048,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0,0,50.0,PRODUCTIVE
2026-04-08T18:34:00.381485,"index.html - FocusLock - Visual Studio Code","Code.exe","","",standard,0,15,65.0,PRODUCTIVE
2026-04-08T18:34:03.962592,"client.js - FocusLock - Visual Studio Code","Code.exe","","",standard,0,15,65.0,PRODUCTIVE
2026-04-08T18:34:21.432219,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0,0,50.0,PRODUCTIVE
2026-04-08T18:34:22.470275,"ChatGPT - Google Chrome","chrome.exe","","",standard,0.077,0,50.0,PRODUCTIVE
2026-04-08T18:35:30.375361,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,6,56.0,PRODUCTIVE
2026-04-08T18:35:37.406423,"client.js - FocusLock - Visual Studio Code","Code.exe","","",standard,0,21,71.0,PRODUCTIVE
2026-04-08T18:35:39.444488,"","explorer.exe","","",standard,0.047,0,50.0,PRODUCTIVE
2026-04-08T18:35:40.475567,"ChatGPT - Google Chrome","chrome.exe","","",standard,0.077,6,56.0,PRODUCTIVE
2026-04-08T18:35:41.508323,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,6,56.0,PRODUCTIVE
2026-04-08T18:35:43.537285,"ChatGPT - Google Chrome","chrome.exe","","",standard,0.077,6,56.0,WARNING
2026-04-08T18:35:54.574449,"client.js - FocusLock - Visual Studio Code","Code.exe","","",standard,0,21,71.0,WARNING
2026-04-08T18:35:56.611805,"ChatGPT - Google Chrome","chrome.exe","","",standard,0.077,6,56.0,WARNING
2026-04-08T18:35:58.642253,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",standard,0.058,6,56.0,WARNING
2026-04-08T18:36:14.681196,"404 Not Found - Google Chrome","chrome.exe","","",standard,0.022,6,56.0,WARNING
2026-04-08T18:36:17.714489,"ChatGPT - Google Chrome","chrome.exe","","",standard,0.077,6,56.0,WARNING
2026-04-08T18:36:18.749046,"client.js - FocusLock - Visual Studio Code","Code.exe","","",standard,0,21,71.0,WARNING
2026-04-08T18:36:22.783082,"index.html - FocusLock - Visual Studio Code","Code.exe","","",standard,0.007,21,71.0,WARNING
2026-04-08T18:36:28.816554,"ChatGPT - Google Chrome","chrome.exe","","",standard,0.077,6,56.0,WARNING
2026-04-08T18:38:47.434958,"FocusLock | Cognitive Engine - Google Chrome","chrome.exe","","",deep,0.058,12,62.0,PRODUCTIVE
2026-04-08T18:38:51.462901,"Settings - FocusLock - Visual Studio Code","Code.exe","","",deep,0,27,77.0,PRODUCTIVE
2026-04-08T18:38:55.502434,"","explorer.exe","","",deep,0.047,6,56.0,PRODUCTIVE
2026-04-08T18:38:56.533288,"Settings - FocusLock - Visual Studio Code","Code.exe","","",deep,0,27,77.0,PRODUCTIVE
2026-04-08T18:39:13.569706,"run.spec - FocusLock - Visual Studio Code","Code.exe","","",deep,0,27,77.0,PRODUCTIVE
